Mission,Rover,Camera,Resolution_m_per_pixel,Rover_Height_m,Camera_FOV_deg,Other_Notes
Chang 3,Yutu,Navcam,0.0008437500000000001,1.2,,Lunar landing 2013; estimated resolution
